SubjectId,Name,ParentId,Level,NameChinese
587,Equations of Simple Harmonic Motion,307.0,3,简谐运动方程
588,Period and Amplitude,307.0,3,周期和振幅
589,Small Angle Approximations,307.0,3,小角度近似
590,Simple Pendulum,307.0,3,单摆
591,Hooke's Law,308.0,3,胡克定律
592,Elastic Potential Energy,308.0,3,弹性势能
593,Modulus of Elasticity,308.0,3,弹性模量
594,Relative Velocity Equation,309.0,3,相对速度方程
595,Constant Angular Acceleration,310.0,3,恒定角加速度
596,Relative Velocity and Displacement,310.0,3,相对速度和位移
597,Interception,310.0,3,截距
598,Determining the Course for Closest Approach,310.0,3,确定最近接近路径
599,Conservation of Angular Momentum,310.0,3,角动量守恒
600,Couples,310.0,3,偶对
601,Stable and Unstable Equilibriums,311.0,3,稳定和不稳定平衡点
602,Equation of Motion from Differentiation,311.0,3,运动方程来自微分
603,Approximate Period of Small Oscillations about Stable Equilibrium,311.0,3,小振荡稳定平衡点附近的周期
604,Moment of Inertia for a System of Particles,312.0,3,质点系的转动惯量
605,Additive Property of Moment of Inertia,312.0,3,惯性矩的加性性质
606,Use of Integration to Find Moment of Inertia,312.0,3,使用积分求解转动惯量
607,Parallel and Perpendicular Axes Theorems,312.0,3,平行轴和垂直轴定理
608,Following Instructions,285.0,3,遵循指示
609,Following Flow Diagrams,285.0,3,遵循流程图
610,Bubble Sort,285.0,3,冒泡排序
611,Shuttle Sort,285.0,3,穿梭排序
612,Packing Algorithms,285.0,3,装箱算法
613,Eulerian and Semi-Eulerian Graphs,286.0,3,欧拉图和半欧拉图
614,Planar Graphs,286.0,3,平面图
615,Directed Graphs,286.0,3,有向图
616,Representing Networks by Matrices,286.0,3,用矩阵表示网络
617,Create Bipartite Graph or Adjacency Matrix,287.0,3,创建二部图或邻接矩阵
618,Convert between Bipartite Graph and Adjacency Matrix,287.0,3,在二部图和邻接矩阵之间转换
619,Use Initial Matching to Find an Improved Matching,287.0,3,使用初始匹配来找到一个改进的匹配
620,Find Complete Matching,287.0,3,寻找完全匹配
621,Spanning Trees,288.0,3,生成树
622,Prim's Algorithm,288.0,3,普里姆算法
623,Kruskal's Algorithm,288.0,3,克鲁斯卡尔算法
624,Dijkstra's Algorithm,289.0,3,迪杰斯特拉算法
625,Traversability,290.0,3,可遍历性
626,Chinese Postman Algorithm,290.0,3,中国邮递员算法
627,Nearest Neighbour Algorithm,291.0,3,最近邻算法
628,Upper Bound,291.0,3,上界
629,Lower Bound,291.0,3,下界
630,Tour Improvement Algorithm,291.0,3,旅行改进算法
631,Writing the Functions and Constraints,292.0,3,编写函数和约束条件
632,Representing the Problem Graphically,292.0,3,图形表示问题
633,Integer Solutions,292.0,3,整数解
634,Blending Problems,292.0,3,混合问题
635,Writing the Functions and Constraints,293.0,3,编写函数和约束条件
636,Tableau Format,293.0,3,表格格式
637,Carrying out the Simplex Algorithm,293.0,3,执行单纯形算法
638,Terminology,294.0,3,术语学
639,Maximum Flow - Minimum Cut Theorem,294.0,3,最大流-最小割定理
640,Labelling Procedure,294.0,3,标记过程
641,Minimum Capacities,294.0,3,最小容量
642,Activity Networks,295.0,3,活动网络
643,Earliest and Latest Starting Times,295.0,3,最早和最晚开始时间
644,Critical Activities,295.0,3,关键活动
645,Cascade Charts,295.0,3,瀑布图
646,Resource Levelling,295.0,3,资源均衡
647,Dynamic Programming Terminology,296.0,3,动态规划术语
648,Minimising and Maximising Problems,296.0,3,最小化和最大化问题
649,Function Machines,154.0,3,函数机
650,Maximin and Minimax Problems,296.0,3,最大最小值问题和最小最大值问题
651,Game Theory Terminology,297.0,3,博弈论术语
652,Stable Solutions,297.0,3,稳定解
653,Mixed Strategies,297.0,3,混合策略
654,Relating Quadratic Graphs to the Discriminant,55.0,3,将二次函数图像与判别式联系起来
655,Missing Lengths,178.0,3,缺失的长度
656,Co-ordinate Geometry with Straight Lines,54.0,3,坐标几何与直线
657,Isometric Drawings,176.0,3,等距画法
658,Unit Vectors,140.0,3,单位向量
1059,Best Value,46.0,3,最佳值
1076,Solving Trigonometric Equations,154.0,3,解三角方程
1077,Simplifying Algebraic Fractions,255.0,3,简化代数分数
1078,Adding and Subtracting Algebraic Fractions,255.0,3,加减代数分数
1079,Multiplying and Dividing Algebraic Fractions,255.0,3,乘除代数分数
1080,Solving Equations with Algebraic Fractions,255.0,3,用代数分数解方程
1081,Algebraic Proof,62.0,3,代数证明
1082,Recurring Decimals to Fractions,38.0,3,循环小数转换为分数
1156,Maths-Others,3.0,1,数学-其他
1157,Number-Others,32.0,2,数-其他
1158,Calculator Use-Others,35.0,3,计算器使用-其他
1159,Decimals-Others,36.0,3,小数-其他
1160,"Factors, Multiples and Primes-Others",37.0,3,因数、倍数和素数-其他
1161,"Fractions, Decimals and Percentage Equivalence-Others",38.0,3,分数、小数和百分比的等价-其他
1162,Fractions-Others,39.0,3,分数-其他
1163,"Indices, Powers and Roots-Others",40.0,3,指数、幂和根-其他
1164,Negative Numbers-Others,42.0,3,负数-其他
1165,Percentages-Others,44.0,3,百分比-其他
1166,Proportion-Others,45.0,3,比例-其他
1167,Ratio-Others,46.0,3,比例-其他
1168,Surds-Others,48.0,3,无理数-其他
1169,Algebra-Others,49.0,2,代数-其他
1170,Straight Line Graphs-Others,54.0,3,直线图-其他
1171,Quadratic Graphs-Others,55.0,3,二次函数图象-其他
1172,Inequalities-Others,59.0,3,不等式-其他
1173,Sequences-Others,61.0,3,序列-其他
1174,Writing and Simplifying Expressions-Others,62.0,3,编写和简化表达式-其他
1175,Transformation of Functions-Others,68.0,3,函数变换-其他
1176,Geometry and Measure-Others,71.0,2,几何与测量-其他
1177,Angles-Others,74.0,3,角度-其他
1178,Circles-Others,77.0,3,圆-其他
1179,Compound Measures-Others,79.0,3,复合度量-其他
1180,Co-ordinates-Others,81.0,3,坐标-其他
1181,"Construction, Loci and Scale Drawing-Others",83.0,3,构造、轨迹和比例尺绘图-其他
1182,Symmetry-Others,91.0,3,对称-其他
1183,Basic Trigonometry-Others,97.0,3,基础三角学-其他
1184,Units of Measurement-Others,98.0,3,测量单位-其他
1185,Basic Vectors-Others,99.0,3,基本向量-其他
1186,Volume and Surface Area-Others,100.0,3,体积和表面积-其他
1187,Data and Statistics-Others,101.0,2,数据与统计-其他
1188,Data Collection-Others,113.0,3,数据收集-其他
1189,Advanced Pure-Others,119.0,2,高级纯数学-其他
1190,Binomial Expansion-Others,121.0,3,二项式展开-其他
1191,Complex Numbers-Others,122.0,3,复数-其他
1192,Conic Sections-Others,123.0,3,圆锥曲线-其他
1193,Differentiation-Others,126.0,3,微分-其他
1194,Exponentials and Logarithms-Others,128.0,3,指数函数与对数函数-其他
1195,Integration-Others,129.0,3,积分-其他
1196,Matrices-Others,130.0,3,矩阵-其他
1197,Parametric Equations-Others,133.0,3,参数方程-其他
1198,Sequences and Series-Others,137.0,3,数列与级数-其他
1199,Advanced Trigonometry-Others,139.0,3,高等三角学-其他
1200,Advanced Vectors-Others,140.0,3,高级向量-其他
1201,Rounding and Estimating-Others,141.0,3,舍入与估算-其他
1202,Advanced Algebra-Others,142.0,3,高等代数-其他
1203,Basic Arithmetic-Others,144.0,3,基本算术-其他
1204,Functions-Others,146.0,3,函数-其他
1205,Advanced Mechanics-Others,149.0,2,高等力学-其他
1206,Advanced Decision-Others,150.0,2,高级决策-其他
1207,Advanced Statistics-Others,151.0,2,高级统计学-其他
1208,Expanding Brackets-Others,152.0,3,展开括号-其他
1209,Factorising-Others,153.0,3,因式分解-其他
1210,Solving Equations-Others,154.0,3,解方程-其他
1211,Formula-Others,156.0,3,公式-其他
1212,Other Graphs-Others,158.0,3,其他图表-其他
1213,2D Names and Properties of Shapes-Others,174.0,3,2D图形的名称和性质-其他
1214,3D Shapes-Others,176.0,3,3D图形-其他
1215,Perimeter and Area-Others,178.0,3,周长和面积-其他
1216,Algebraic Fractions-Others,255.0,3,代数分数-其他
1217,Pythagoras-Others,271.0,3,毕达哥拉斯-其他
1218,Similarity and Congruency-Others,272.0,3,相似与全等-其他
1219,Transformations-Others,278.0,3,变换-其他
1220,Algorithms-Others,285.0,3,算法-其他
1221,Graphs and Networks-Others,286.0,3,图与网络-其他
1222,Bipartite Graphs-Others,287.0,3,二部图-其他
1223,Minimum Connector Problems-Others,288.0,3,最小连接问题-其他
1224,Finding the Shortest Path-Others,289.0,3,寻找最短路径-其他
1225,Route Inspection-Others,290.0,3,路线检查-其他
1226,Travelling Salesperson-Others,291.0,3,旅行推销员-其他
1227,Linear Programming-Others,292.0,3,线性规划-其他
1228,Simplex Algorithm-Others,293.0,3,单纯形算法-其他
1229,Network Flows-Others,294.0,3,网络流-其他
1230,Critical Path Analysis-Others,295.0,3,关键路径分析-其他
1231,Dynamic Programming-Others,296.0,3,动态规划-其他
1232,Game Theory-Others,297.0,3,博弈论-其他
1233,Kinematics-Others,298.0,3,运动学-其他
1234,"Momentum, Collisions and Impulse-Others",299.0,3,动量、碰撞和冲量-其他
1235,Vectors in Mechanics-Others,300.0,3,力学中的向量-其他
1236,Forces and Equilibrium-Others,301.0,3,力与平衡-其他
1237,Newton’s Laws of Motion-Others,302.0,3,牛顿的运动定律-其他
1238,Projectiles-Others,303.0,3,抛射体-其他
1239,"Work, Energy and Power-Others",304.0,3,功、能与功率-其他
1240,Centre of Mass-Others,305.0,3,质心-其他
1241,Uniform and Non-Uniform Circular Motion-Others,306.0,3,匀速和非匀速圆周运动-其他
1242,Simple Harmonic Motion-Others,307.0,3,简谐运动-其他
1243,Elastic Springs and Strings-Others,308.0,3,弹性弹簧和弦-其他
1244,Relative Velocity-Others,309.0,3,相对速度-其他
1245,Angular Motion-Others,310.0,3,角运动-其他
1246,Stability and Oscillations-Others,311.0,3,稳定性与振荡-其他
1247,Moment of Inertia-Others,312.0,3,转动惯量-其他
1248,Advanced Measures of Variation-Others,313.0,3,高级变异度量-其他
1249,Coding-Others,314.0,3,编码-其他
1250,Permutations and Combinations-Others,315.0,3,排列与组合-其他
1251,Correlation-Others,316.0,3,相关-其他
1252,Regression-Others,317.0,3,回归-其他
1253,Discrete Random Variables-Others,318.0,3,离散随机变量-其他
1254,Continuous Random Variables-Others,319.0,3,连续随机变量-其他
1255,Binomial Distribution-Others,320.0,3,二项分布-其他
1256,Normal Distribution-Others,321.0,3,正态分布-其他
1257,Student t Distribution-Others,322.0,3,学生t分布-其他
1258,Confidence Intervals-Others,323.0,3,置信区间-其他
1259,Hypothesis Testing-Others,324.0,3,假设检验-其他
1260,Geometric Distribution-Others,325.0,3,几何分布-其他
1261,Poisson Distribution-Others,326.0,3,泊松分布-其他
1262,Chi-Squared Distribution-Others,327.0,3,卡方分布-其他
1263,Money-Others,331.0,3,货币-其他
1264,Data Processing-Others,338.0,3,数据处理-其他
1265,Data Representation-Others,342.0,3,数据表示-其他
1266,Probability-Others,348.0,3,概率-其他
1267,Radians-Others,411.0,3,弧度-其他
1268,Numerical Methods-Others,425.0,3,数值方法-其他
1269,Roots of Polynomials-Others,451.0,3,多项式的根-其他
1270,Further Functions-Others,463.0,3,进一步的函数-其他
1271,Group Theory-Others,470.0,3,群论-其他
1636,Systematic Listing Strategies,144.0,3,系统性列举策略
1637,Limits of Functions,463.0,3,函数的极限
1638,Continuity of Functions,463.0,3,函数的连续性
1639,Graphs of Irrational Functions,463.0,3,无理函数的图像
1647,Scale Drawing and Maps,46.0,3,比例绘图与地图
1648,Surface Area of Non-Prisms,100.0,3,非棱柱的表面积
1649,Volume of Non-Prisms,100.0,3,非棱柱体的体积
1650,Frequency Trees,342.0,3,频率树
1651,3D Trigonometry,97.0,3,三维三角学
1675,Limiting Values of Sequences,137.0,3,序列的极限值
1676,Roman Numerals,144.0,3,罗马数字
1750,Pressure,79.0,3,压力
1975,Combining Operations,144.0,3,运算组合
1976,Frequency tables,113.0,3,频率表
1977,Mixed operation Negative Numbers,42.0,3,混合运算负数
1978,Mixed operation Decimals,36.0,3,混合运算小数
1980,Types of number,32.0,2,数的类型
1981,Fractional Change,39.0,3,分数变化
1982,Mixed operation Fractions,39.0,3,混合运算分数
1983,Drawing Axes,54.0,3,绘制坐标轴
1984,Quadratic inequalities on Number Lines,59.0,3,数轴上的二次不等式
1985,Reading Scales,98.0,3,读取刻度
1986,Multiply a vector by a scalar,99.0,3,将向量乘以标量
1987,Sorting Shapes,174.0,3,分类图形
1988,Labelling Shapes,174.0,3,标记形状
1989,Correct units of measurement,178.0,3,正确的测量单位
692,Physics,1642.0,1,物理学
698,Forces and Motion,692.0,2,力与运动
700,Speed and Distance-Time graphs,698.0,3,速度与距离-时间图
1642,Science,,0,科学
